100,50,20,1.0586161950000001
100,50,20,0.198397903
100,50,20,0.9800787629999999
100,50,20,0.145895615
125,50,20,2.207692835
125,50,20,1.359718341
125,50,20,1.0436188950000003
125,50,20,0.19724917800000002
150,50,20,3.2871608500000002
150,50,20,2.4121787070000003
150,50,20,3.19087206
150,50,20,2.335631475
175,50,20,5.447823507000001
175,50,20,4.517546617
175,50,20,4.549807702000001
175,50,20,3.6799907970000003
200,50,20,4.919379858
200,50,20,4.015287422
200,50,20,10.744959308
200,50,20,9.919338081000001
225,50,20,4.5603746880000005
225,50,20,3.7172682679999998
225,50,20,5.900929263
225,50,20,5.021415827
250,50,20,12.618373210000001
250,50,20,11.853032791
250,50,20,4.025951719
250,50,20,3.149240129
275,50,20,11.906043334000001
275,50,20,10.911405307
275,50,20,8.910714714
275,50,20,7.943607201999999
300,50,20,14.75188137
300,50,20,13.895474478999999
300,50,20,12.476410037
300,50,20,11.619502379000002
325,50,20,18.987349717
325,50,20,18.061829257
325,50,20,13.456389514999998
325,50,20,12.505136322999999
350,50,20,13.737985601
350,50,20,12.810730826
350,50,20,38.46409941
350,50,20,37.37711549
375,50,20,34.109041709
375,50,20,33.182177886
375,50,20,44.891717268
375,50,20,44.026834268
400,50,20,45.953795469
400,50,20,44.813953639000005
400,50,20,21.951777509
400,50,20,21.054325733
