1707642635404, 100, 70, 20, 50, 40.844531, 39.000000, 12666
1707642711128, 100, 70, 20, 50, 34.570089, 50.000000, 11106
1707642785181, 125, 70, 20, 50, 46.391741, 49.000000, 12504
1707642860608, 125, 70, 20, 50, 46.156250, 50.000000, 10504
1707642935531, 150, 70, 20, 50, 41.765625, 42.000000, 13897
1707643012578, 150, 70, 20, 50, 47.582478, 43.000000, 14913
1707643090478, 175, 70, 20, 50, 46.936607, 58.000000, 13975
1707643167384, 175, 70, 20, 50, 48.853125, 52.000000, 15467
1707643245890, 200, 70, 20, 50, 44.073661, 64.000000, 25607
1707643334516, 200, 70, 20, 50, 46.774554, 67.000000, 22323
1707643419740, 225, 70, 20, 50, 52.053571, 71.000000, 23928
1707643506751, 225, 70, 20, 50, 53.680246, 67.000000, 31027
1707643600730, 250, 70, 20, 50, 53.557478, 73.000000, 30851
1707643694520, 250, 70, 20, 50, 57.547433, 78.000000, 27543
1707643785777, 275, 70, 20, 50, 61.782924, 83.000000, 31273
1707643880073, 275, 70, 20, 50, 65.373884, 89.000000, 31939
1707643975114, 300, 70, 20, 50, 67.123326, 89.000000, 36615
1707644074804, 300, 70, 20, 50, 72.494420, 98.000000, 35100
1707644173183, 325, 70, 20, 50, 76.975446, 105.000000, 46391
1707644282655, 325, 70, 20, 50, 77.650670, 106.000000, 43950
1707644389653, 350, 70, 20, 50, 68.127902, 101.000000, 77138
1707644529822, 350, 70, 20, 50, 71.709598, 106.000000, 71120
1707644664123, 375, 70, 20, 50, 88.178013, 120.000000, 56904
1707644784131, 375, 70, 20, 50, 75.972321, 113.000000, 88697
1707644935944, 400, 70, 20, 50, 76.602902, 114.000000, 86426
1707645085483, 400, 70, 20, 50, 79.301786, 117.000000, 78172
